Order Date,Sales,year,month,day,day_of_week,quarter,sales_lag1,rolling_mean_7
2015-01-31,99.26,2015,1,31,5,1,2161.6400000000003,1473.5022857142856
2015-02-01,0.0,2015,2,1,6,1,99.26,1473.5022857142856
2015-02-02,0.0,2015,2,2,0,1,0.0,1447.3994285714286
2015-02-03,492.836,2015,2,3,1,1,0.0,1007.3400000000001
2015-02-04,0.0,2015,2,4,2,1,492.836,393.3908571428572
2015-02-05,0.0,2015,2,5,3,1,0.0,393.3908571428572
2015-02-06,2432.544,2015,2,6,4,1,0.0,432.09142857142854
2015-02-07,324.10999999999996,2015,2,7,5,1,2432.544,464.2128571428571
2015-02-08,129.09199999999998,2015,2,8,6,1,324.10999999999996,482.65457142857133
2015-02-09,785.5519999999999,2015,2,9,0,1,129.09199999999998,594.8762857142857
2015-02-10,77.24,2015,2,10,1,1,785.5519999999999,535.5054285714285
2015-02-11,0.0,2015,2,11,2,1,77.24,535.5054285714285
2015-02-12,0.0,2015,2,12,3,1,0.0,535.5054285714285
2015-02-13,0.0,2015,2,13,4,1,0.0,187.99914285714286
2015-02-14,1079.962,2015,2,14,5,1,0.0,295.978
2015-02-15,1602.38,2015,2,15,6,1,1079.962,506.4477142857143
2015-02-16,160.43,2015,2,16,0,1,1602.38,417.14457142857145
2015-02-17,0.0,2015,2,17,1,1,160.43,406.1102857142857
2015-02-18,105.844,2015,2,18,2,1,0.0,421.23085714285713
2015-02-19,0.0,2015,2,19,3,1,105.844,421.23085714285713
2015-02-20,316.78000000000003,2015,2,20,4,1,0.0,466.4851428571429
2015-02-21,2591.1,2015,2,21,5,1,316.78000000000003,682.362
2015-02-22,79.36,2015,2,22,6,1,2591.1,464.7877142857143
2015-02-23,37.775999999999996,2015,2,23,0,1,79.36,447.2657142857143
2015-02-24,0.0,2015,2,24,1,1,37.775999999999996,447.2657142857143
2015-02-25,25.869999999999997,2015,2,25,2,1,0.0,435.84085714285715
2015-02-26,0.0,2015,2,26,3,1,25.869999999999997,435.84085714285715
2015-02-27,1159.2710000000002,2015,2,27,4,1,0.0,556.1967142857144
2015-02-28,551.264,2015,2,28,5,1,1159.2710000000002,264.79157142857144
2015-03-01,1642.1743999999999,2015,3,1,6,1,551.264,488.05077142857147
2015-03-02,899.5699999999999,2015,3,2,0,1,1642.1743999999999,611.1642
2015-03-03,0.0,2015,3,3,1,1,899.5699999999999,611.1642
2015-03-04,0.0,2015,3,4,2,1,0.0,607.4684857142856
2015-03-05,1969.267,2015,3,5,3,1,0.0,888.7923428571429
2015-03-06,1555.244,2015,3,6,4,1,1969.267,945.3599142857144
2015-03-07,807.54,2015,3,7,5,1,1555.244,981.9707714285714
2015-03-08,2563.2960000000003,2015,3,8,6,1,807.54,1113.5595714285714
2015-03-09,478.008,2015,3,9,0,1,2563.2960000000003,1053.3364285714285
2015-03-10,90.93199999999999,2015,3,10,1,1,478.008,1066.3267142857142
2015-03-11,0.0,2015,3,11,2,1,90.93199999999999,1066.3267142857142
2015-03-12,51.016000000000005,2015,3,12,3,1,0.0,792.2908571428571
2015-03-13,1384.856,2015,3,13,4,1,51.016000000000005,767.9497142857143
2015-03-14,707.9000000000001,2015,3,14,5,1,1384.856,753.7154285714286
2015-03-15,16.776,2015,3,15,6,1,707.9000000000001,389.9268571428571
2015-03-16,7230.209999999999,2015,3,16,0,1,16.776,1354.5271428571427
2015-03-17,48.84,2015,3,17,1,1,7230.209999999999,1348.5139999999997
2015-03-18,0.0,2015,3,18,2,1,48.84,1348.5139999999997
2015-03-19,5652.9396,2015,3,19,3,1,0.0,2148.7888
2015-03-20,1548.194,2015,3,20,4,1,5652.9396,2172.1227999999996
2015-03-21,1270.3790000000001,2015,3,21,5,1,1548.194,2252.4769428571426
2015-03-22,2481.424,2015,3,22,6,1,1270.3790000000001,2604.5695142857144
2015-03-23,633.302,2015,3,23,0,1,2481.424,1662.1540857142859
2015-03-24,412.95,2015,3,24,1,1,633.302,1714.1698
2015-03-25,0.0,2015,3,25,2,1,412.95,1714.1698
2015-03-26,4623.37,2015,3,26,3,1,0.0,1567.0884285714285
2015-03-27,83.7,2015,3,27,4,1,4623.37,1357.875
2015-03-28,243.344,2015,3,28,5,1,83.7,1211.1557142857143
2015-03-29,1559.0800000000002,2015,3,29,6,1,243.344,1079.3922857142857
2015-03-30,571.224,2015,3,30,0,1,1559.0800000000002,1070.524
2015-03-31,200.716,2015,3,31,1,1,571.224,1040.204857142857
2015-04-01,0.0,2015,4,1,2,2,200.716,1040.204857142857
2015-04-02,299.22,2015,4,2,3,2,0.0,422.4691428571428
2015-04-03,0.0,2015,4,3,4,2,299.22,410.512
2015-04-04,1484.598,2015,4,4,5,2,0.0,587.834
2015-04-05,2974.058,2015,4,5,6,2,1484.598,789.9737142857141
2015-04-06,140.004,2015,4,6,0,2,2974.058,728.3708571428571
2015-04-07,907.436,2015,4,7,1,2,140.004,829.330857142857
2015-04-08,0.0,2015,4,8,2,2,907.436,829.330857142857
2015-04-09,757.992,2015,4,9,3,2,0.0,894.8697142857143
2015-04-10,169.54199999999997,2015,4,10,4,2,757.992,919.0899999999999
2015-04-11,1328.346,2015,4,11,5,2,169.54199999999997,896.7682857142856
2015-04-12,40.74,2015,4,12,6,2,1328.346,477.7228571428571
2015-04-13,3192.6780000000003,2015,4,13,0,2,40.74,913.8191428571429
2015-04-14,35.208,2015,4,14,1,2,3192.6780000000003,789.215142857143
2015-04-15,0.0,2015,4,15,2,2,35.208,789.2151428571427
2015-04-16,4161.972,2015,4,16,3,2,0.0,1275.498
2015-04-17,2745.106,2015,4,17,4,2,4161.972,1643.4357142857145
2015-04-18,2006.96,2015,4,18,5,2,2745.106,1740.3805714285713
2015-04-19,329.96,2015,4,19,6,2,2006.96,1781.6977142857143
2015-04-20,1194.726,2015,4,20,0,2,329.96,1496.276
2015-04-21,893.0899999999999,2015,4,21,1,2,1194.726,1618.8305714285711
2015-04-22,152.916,2015,4,22,2,2,893.0899999999999,1640.6757142857143
2015-04-23,0.0,2015,4,23,3,2,152.916,1046.1082857142858
2015-04-24,25.99,2015,4,24,4,2,0.0,657.6631428571428
2015-04-25,920.946,2015,4,25,5,2,25.99,502.51828571428575
2015-04-26,2090.1055,2015,4,26,6,2,920.946,753.9676428571429
2015-04-27,2719.59,2015,4,27,0,2,2090.1055,971.8053571428572
2015-04-28,4044.3619999999996,2015,4,28,1,2,2719.59,1421.9870714285714
2015-04-29,7.968,2015,4,29,2,2,4044.3619999999996,1401.2802142857145
2015-04-30,1571.695,2015,4,30,3,2,7.968,1625.8080714285716
2015-05-01,450.94,2015,5,1,4,2,1571.695,1686.5152142857144
2015-05-02,167.232,2015,5,2,5,2,450.94,1578.8417857142856
2015-05-03,2198.76,2015,5,3,6,2,167.232,1594.363857142857
2015-05-04,1121.362,2015,5,4,0,2,2198.76,1366.0455714285713
2015-05-05,0.0,2015,5,5,1,2,1121.362,788.2795714285714
2015-05-06,0.0,2015,5,6,2,2,0.0,787.1412857142858
2015-05-07,305.622,2015,5,7,3,2,0.0,606.2737142857143
2015-05-08,3981.968,2015,5,8,4,2,305.622,1110.7062857142857
2015-05-09,48.81,2015,5,9,5,2,3981.968,1093.788857142857
2015-05-10,154.442,2015,5,10,6,2,48.81,801.7434285714286
2015-05-11,191.968,2015,5,11,0,2,154.442,668.972857142857
2015-05-12,1060.35,2015,5,12,1,2,191.968,820.4514285714286
2015-05-13,238.384,2015,5,13,2,2,1060.35,854.5062857142857
2015-05-14,3141.1994999999997,2015,5,14,3,2,238.384,1259.5887857142857
2015-05-15,69.908,2015,5,15,4,2,3141.1994999999997,700.7230714285714
2015-05-16,255.968,2015,5,16,5,2,69.908,730.3170714285714
2015-05-17,134.46800000000002,2015,5,17,6,2,255.968,727.4636428571428
2015-05-18,10.86,2015,5,18,0,2,134.46800000000002,701.5910714285714
2015-05-19,0.0,2015,5,19,1,2,10.86,550.1125
2015-05-20,169.54399999999998,2015,5,20,2,2,0.0,540.2782142857143
2015-05-21,72.332,2015,5,21,3,2,169.54399999999998,101.86857142857141
2015-05-22,3862.0980000000004,2015,5,22,4,2,72.332,643.61
2015-05-23,1304.956,2015,5,23,5,2,3862.0980000000004,793.4654285714287
2015-05-24,610.3069999999999,2015,5,24,6,2,1304.956,861.4424285714286
2015-05-25,1739.4180000000001,2015,5,25,0,2,610.3069999999999,1108.3792857142857
2015-05-26,982.5640000000001,2015,5,26,1,2,1739.4180000000001,1248.7455714285716
2015-05-27,0.0,2015,5,27,2,2,982.5640000000001,1224.525
2015-05-28,794.146,2015,5,28,3,2,0.0,1327.6412857142857
2015-05-29,1204.842,2015,5,29,4,2,794.146,948.0332857142857
2015-05-30,681.1,2015,5,30,5,2,1204.842,858.9110000000001
2015-05-31,5178.138,2015,5,31,6,2,681.1,1511.4582857142857
2015-06-01,834.1980000000001,2015,6,1,0,2,5178.138,1382.141142857143
2015-06-02,0.0,2015,6,2,1,2,834.1980000000001,1241.7748571428572
2015-06-03,0.0,2015,6,3,2,2,0.0,1241.7748571428572
2015-06-04,1192.31,2015,6,4,3,2,0.0,1298.6554285714285
2015-06-05,1533.1979999999999,2015,6,5,4,2,1192.31,1345.5634285714284
2015-06-06,0.0,2015,6,6,5,2,1533.1979999999999,1248.2634285714284
2015-06-07,59.768,2015,6,7,6,2,0.0,517.0677142857143
2015-06-08,1083.112,2015,6,8,0,2,59.768,552.6268571428571
2015-06-09,797.116,2015,6,9,1,2,1083.112,666.5005714285714
2015-06-10,0.0,2015,6,10,2,2,797.116,666.5005714285714
2015-06-11,3373.5640000000003,2015,6,11,3,2,0.0,978.1082857142857
2015-06-12,174.476,2015,6,12,4,2,3373.5640000000003,784.0051428571429
2015-06-13,1128.898,2015,6,13,5,2,174.476,945.2762857142858
2015-06-14,51.072,2015,6,14,6,2,1128.898,944.034
2015-06-15,734.144,2015,6,15,0,2,51.072,894.1814285714287
2015-06-16,3443.904,2015,6,16,1,2,734.144,1272.294
2015-06-17,0.0,2015,6,17,2,2,3443.904,1272.294
2015-06-18,1883.087,2015,6,18,3,2,0.0,1059.3687142857143
2015-06-19,446.346,2015,6,19,4,2,1883.087,1098.2072857142857
2015-06-20,829.544,2015,6,20,5,2,446.346,1055.4424285714285
2015-06-21,107.976,2015,6,21,6,2,829.544,1063.5715714285714
2015-06-22,2018.953,2015,6,22,0,2,107.976,1247.1157142857141
2015-06-23,836.9580000000001,2015,6,23,1,2,2018.953,874.6948571428571
2015-06-24,0.0,2015,6,24,2,2,836.9580000000001,874.6948571428571
2015-06-25,857.08,2015,6,25,3,2,0.0,728.1224285714287
2015-06-26,1592.1960000000001,2015,6,26,4,2,857.08,891.8152857142858
2015-06-27,0.0,2015,6,27,5,2,1592.1960000000001,773.3090000000001
2015-06-28,1386.466,2015,6,28,6,2,0.0,955.9504285714286
2015-06-29,432.92600000000004,2015,6,29,0,2,1386.466,729.3751428571429
2015-06-30,0.0,2015,6,30,1,2,432.92600000000004,609.8097142857142
2015-07-01,0.0,2015,7,1,2,3,0.0,609.8097142857142
2015-07-02,1631.902,2015,7,2,3,3,0.0,720.4985714285714
2015-07-03,823.982,2015,7,3,4,3,1631.902,610.7537142857143
2015-07-04,1138.288,2015,7,4,5,3,823.982,773.3662857142857
2015-07-05,121.646,2015,7,5,6,3,1138.288,592.6777142857143
2015-07-06,1379.812,2015,7,6,0,3,121.646,727.9471428571429
2015-07-07,0.0,2015,7,7,1,3,1379.812,727.9471428571429
2015-07-08,21.12,2015,7,8,2,3,0.0,730.9642857142857
2015-07-09,1587.114,2015,7,9,3,3,21.12,724.5659999999999
2015-07-10,43.286,2015,7,10,4,3,1587.114,613.0379999999999
2015-07-11,1941.952,2015,7,11,5,3,43.286,727.8471428571429
2015-07-12,2052.567,2015,7,12,6,3,1941.952,1003.6930000000001
2015-07-13,2033.2559999999999,2015,7,13,0,3,2052.567,1097.0421428571428
2015-07-14,860.9159999999999,2015,7,14,1,3,2033.2559999999999,1220.0301428571427
2015-07-15,0.0,2015,7,15,2,3,860.9159999999999,1217.0129999999997
2015-07-16,3029.386,2015,7,16,3,3,0.0,1423.051857142857
2015-07-17,448.082,2015,7,17,4,3,3029.386,1480.8798571428572
2015-07-18,672.418,2015,7,18,5,3,448.082,1299.517857142857
2015-07-19,2.025,2015,7,19,6,3,672.418,1006.5832857142856
2015-07-20,2693.168,2015,7,20,0,3,2.025,1100.8564285714285
2015-07-21,0.0,2015,7,21,1,3,2693.168,977.8684285714286
2015-07-22,0.0,2015,7,22,2,3,0.0,977.8684285714286
2015-07-23,208.272,2015,7,23,3,3,0.0,574.8521428571429
2015-07-24,525.95,2015,7,24,4,3,208.272,585.9761428571429
2015-07-25,2395.024,2015,7,25,5,3,525.95,832.0627142857144
2015-07-26,969.225,2015,7,26,6,3,2395.024,970.2341428571428
2015-07-27,29.97,2015,7,27,0,3,969.225,589.7772857142857
2015-07-28,0.0,2015,7,28,1,3,29.97,589.7772857142857
2015-07-29,0.0,2015,7,29,2,3,0.0,589.7772857142857
2015-07-30,443.802,2015,7,30,3,3,0.0,623.4244285714285
2015-07-31,3712.162,2015,7,31,4,3,443.802,1078.5975714285714
2015-08-01,1011.696,2015,8,1,5,3,3712.162,880.9792857142857
2015-08-02,1290.478,2015,8,2,6,3,1011.696,926.8725714285713
2015-08-03,0.0,2015,8,3,0,3,1290.478,922.5911428571428
2015-08-04,0.0,2015,8,4,1,3,0.0,922.5911428571428
2015-08-05,72.65,2015,8,5,2,3,0.0,932.9697142857142
2015-08-06,494.86920000000003,2015,8,6,3,3,72.65,940.2650285714284
2015-08-07,968.206,2015,8,7,4,3,494.86920000000003,548.2713142857143
2015-08-08,840.102,2015,8,8,5,3,968.206,523.7578857142857
2015-08-09,4878.392000000001,2015,8,9,6,3,840.102,1036.3170285714289
2015-08-10,851.4739999999999,2015,8,10,0,3,4878.392000000001,1157.9561714285715
2015-08-11,196.112,2015,8,11,1,3,851.4739999999999,1185.9721714285715
2015-08-12,0.0,2015,8,12,2,3,196.112,1175.5936000000002
2015-08-13,586.896,2015,8,13,3,3,0.0,1188.7402857142858
2015-08-14,0.0,2015,8,14,4,3,586.896,1050.4251428571429
2015-08-15,497.59000000000003,2015,8,15,5,3,0.0,1001.4948571428573
2015-08-16,3378.9320000000002,2015,8,16,6,3,497.59000000000003,787.2862857142857
2015-08-17,381.64,2015,8,17,0,3,3378.9320000000002,720.1671428571428
2015-08-18,0.0,2015,8,18,1,3,381.64,692.1511428571429
2015-08-19,0.0,2015,8,19,2,3,0.0,692.1511428571429
2015-08-20,0.0,2015,8,20,3,3,0.0,608.3088571428572
2015-08-21,2827.52,2015,8,21,4,3,0.0,1012.2402857142857
2015-08-22,66.632,2015,8,22,5,3,2827.52,950.674857142857
2015-08-23,1202.278,2015,8,23,6,3,66.632,639.7242857142857
2015-08-24,7194.775000000001,2015,8,24,0,3,1202.278,1613.0292857142856
2015-08-25,178.52599999999998,2015,8,25,1,3,7194.775000000001,1638.533
2015-08-26,0.0,2015,8,26,2,3,178.52599999999998,1638.533
2015-08-27,639.9739999999999,2015,8,27,3,3,0.0,1729.9578571428572
2015-08-28,6491.293,2015,8,28,4,3,639.9739999999999,2253.3540000000003
2015-08-29,246.5,2015,8,29,5,3,6491.293,2279.0494285714285
2015-08-30,0.0,2015,8,30,6,3,246.5,2107.2954285714286
2015-08-31,2601.797,2015,8,31,0,3,0.0,1451.1557142857143
2015-09-01,2367.564,2015,9,1,1,3,2601.797,1763.8754285714288
2015-09-02,0.0,2015,9,2,2,3,2367.564,1763.8754285714288
2015-09-03,1874.898,2015,9,3,3,3,0.0,1940.2931428571428
2015-09-04,1071.284,2015,9,4,4,3,1874.898,1166.0061428571428
2015-09-05,934.1030000000001,2015,9,5,5,3,1071.284,1264.235142857143
2015-09-06,1005.654,2015,9,6,6,3,934.1030000000001,1407.8999999999999
2015-09-07,2922.667,2015,9,7,0,3,1005.654,1453.7385714285713
2015-09-08,89.64,2015,9,8,1,3,2922.667,1128.3208571428572
2015-09-09,0.0,2015,9,9,2,3,89.64,1128.3208571428572
2015-09-10,1415.726,2015,9,10,3,3,0.0,1062.724857142857
2015-09-11,1962.13,2015,9,11,4,3,1415.726,1189.9885714285715
2015-09-12,707.824,2015,9,12,5,3,1962.13,1157.663
2015-09-13,3445.772,2015,9,13,6,3,707.824,1506.2512857142858
2015-09-14,3262.42,2015,9,14,0,3,3445.772,1554.7874285714286
2015-09-15,2535.85,2015,9,15,1,3,3262.42,1904.2460000000003
2015-09-16,31.12,2015,9,16,2,3,2535.85,1908.6917142857144
2015-09-17,11525.006,2015,9,17,3,3,31.12,3352.8745714285715
2015-09-18,3924.32,2015,9,18,4,3,11525.006,3633.1874285714284
2015-09-19,500.38,2015,9,19,5,3,3924.32,3603.5525714285714
2015-09-20,1836.052,2015,9,20,6,3,500.38,3373.592571428572
2015-09-21,6982.058,2015,9,21,0,3,1836.052,3904.9694285714286
2015-09-22,1783.504,2015,9,22,1,3,6982.058,3797.4914285714285
2015-09-23,0.0,2015,9,23,2,3,1783.504,3793.0457142857135
2015-09-24,4220.594,2015,9,24,3,3,0.0,2749.558285714286
2015-09-25,3033.757,2015,9,25,4,3,4220.594,2622.335
2015-09-26,3722.273,2015,9,26,5,3,3033.757,3082.605428571428
2015-09-27,2382.958,2015,9,27,6,3,3722.273,3160.734857142857
2015-09-28,1058.364,2015,9,28,0,3,2382.958,2314.4928571428572
2015-09-29,0.0,2015,9,29,1,3,1058.364,2059.7065714285714
2015-09-30,0.0,2015,9,30,2,3,0.0,2059.7065714285714
2015-10-01,1158.414,2015,10,1,3,4,0.0,1622.2522857142856
2015-10-02,1269.266,2015,10,2,4,4,1158.414,1370.1821428571432
2015-10-03,275.218,2015,10,3,5,4,1269.266,877.7457142857141
2015-10-04,505.58,2015,10,4,6,4,275.218,609.5488571428572
2015-10-05,851.092,2015,10,5,0,4,505.58,579.9385714285714
2015-10-06,0.0,2015,10,6,1,4,851.092,579.9385714285714
2015-10-07,0.0,2015,10,7,2,4,0.0,579.9385714285714
2015-10-08,222.12,2015,10,8,3,4,0.0,446.1822857142857
2015-10-09,2133.5350000000003,2015,10,9,4,4,222.12,569.6492857142857
2015-10-10,2248.194,2015,10,10,5,4,2133.5350000000003,851.503
2015-10-11,1011.8955,2015,10,11,6,4,2248.194,923.8337857142858
2015-10-12,2390.758,2015,10,12,0,4,1011.8955,1143.7860714285714
2015-10-13,371.65999999999997,2015,10,13,1,4,2390.758,1196.8803571428573
2015-10-14,0.0,2015,10,14,2,4,371.65999999999997,1196.8803571428573
2015-10-15,3219.554,2015,10,15,3,4,0.0,1625.0852142857143
2015-10-16,824.97,2015,10,16,4,4,3219.554,1438.1473571428573
2015-10-17,77.88,2015,10,17,5,4,824.97,1128.1025000000002
2015-10-18,378.494,2015,10,18,6,4,77.88,1037.6165714285714
2015-10-19,2135.09,2015,10,19,0,4,378.494,1001.0925714285715
2015-10-20,720.086,2015,10,20,1,4,2135.09,1050.8677142857143
2015-10-21,0.0,2015,10,21,2,4,720.086,1050.8677142857143
2015-10-22,15.128,2015,10,22,3,4,0.0,593.0925714285715
2015-10-23,2262.296,2015,10,23,4,4,15.128,798.4248571428571
2015-10-24,831.145,2015,10,24,5,4,2262.296,906.0341428571428
2015-10-25,1425.412,2015,10,25,6,4,831.145,1055.5938571428571
2015-10-26,1395.333,2015,10,26,0,4,1425.412,949.9142857142858
2015-10-27,0.0,2015,10,27,1,4,1395.333,847.0448571428572
2015-10-28,104.51,2015,10,28,2,4,0.0,861.9748571428572
2015-10-29,244.24,2015,10,29,3,4,104.51,894.705142857143
2015-10-30,2122.044,2015,10,30,4,4,244.24,874.669142857143
2015-10-31,3211.009,2015,10,31,5,4,2122.044,1214.6497142857145
2015-11-01,3106.1059999999998,2015,11,1,6,4,3211.009,1454.748857142857
2015-11-02,5528.551,2015,11,2,0,4,3106.1059999999998,2045.2085714285715
2015-11-03,2800.846,2015,11,3,1,4,5528.551,2445.3294285714287
2015-11-04,0.0,2015,11,4,2,4,2800.846,2430.399428571429
2015-11-05,834.874,2015,11,5,3,4,0.0,2514.7757142857145
2015-11-06,11.481,2015,11,6,4,4,834.874,2213.2667142857144
2015-11-07,3073.073,2015,11,7,5,4,11.481,2193.5615714285714
2015-11-08,12196.997,2015,11,8,6,4,3073.073,3492.2602857142856
2015-11-09,4620.2919999999995,2015,11,9,0,4,12196.997,3362.5090000000005
2015-11-10,3536.904,2015,11,10,1,4,4620.2919999999995,3467.6601428571425
2015-11-11,542.178,2015,11,11,2,4,3536.904,3545.1141428571427
2015-11-12,1127.992,2015,11,12,3,4,542.178,3586.9881428571425
2015-11-13,3591.0771999999997,2015,11,13,4,4,1127.992,4098.359028571428
2015-11-14,2512.71,2015,11,14,5,4,3591.0771999999997,4018.3071714285716
2015-11-15,702.17,2015,11,15,6,4,2512.71,2376.1890285714285
2015-11-16,4072.334,2015,11,16,0,4,702.17,2297.909314285714
2015-11-17,3885.986,2015,11,17,1,4,4072.334,2347.778171428571
2015-11-18,0.0,2015,11,18,2,4,3885.986,2270.3241714285714
2015-11-19,1040.784,2015,11,19,3,4,0.0,2257.865885714286
2015-11-20,2861.15,2015,11,20,4,4,1040.784,2153.5905714285714
2015-11-21,3613.5748,2015,11,21,5,4,2861.15,2310.856971428572
2015-11-22,614.499,2015,11,22,6,4,3613.5748,2298.332542857143
2015-11-23,3450.1879999999996,2015,11,23,0,4,614.499,2209.4545428571428
2015-11-24,1218.7640000000001,2015,11,24,1,4,3450.1879999999996,1828.4228285714287
2015-11-25,13.12,2015,11,25,2,4,1218.7640000000001,1830.2971142857145
2015-11-26,1484.0819999999999,2015,11,26,3,4,13.12,1893.6253999999997
2015-11-27,3109.7835,2015,11,27,4,4,1484.0819999999999,1929.1444714285713
2015-11-28,1864.482,2015,11,28,5,4,3109.7835,1679.2740714285715
2015-11-29,2760.168,2015,11,29,6,4,1864.482,1985.7982142857143
2015-11-30,1798.3970000000002,2015,11,30,0,4,2760.168,1749.8280714285713
2015-12-01,7130.594,2015,12,1,1,4,1798.3970000000002,2594.3752142857143
2015-12-02,0.0,2015,12,2,2,4,7130.594,2592.500928571429
2015-12-03,1972.645,2015,12,3,3,4,0.0,2662.2956428571424
2015-12-04,5185.814,2015,12,4,4,4,1972.645,2958.871428571429
2015-12-05,897.322,2015,12,5,5,4,5185.814,2820.7057142857147
2015-12-06,6061.502,2015,12,6,6,4,897.322,3292.324857142857
2015-12-07,1338.298,2015,12,7,0,4,6061.502,3226.5964285714285
2015-12-08,2672.728,2015,12,8,1,4,1338.298,2589.758428571429
2015-12-09,34.02,2015,12,9,2,4,2672.728,2594.618428571429
2015-12-10,3080.38,2015,12,10,3,4,34.02,2752.866285714286
2015-12-11,1590.894,2015,12,11,4,4,3080.38,2239.306285714286
2015-12-12,1448.854,2015,12,12,5,4,1590.894,2318.096571428571
2015-12-13,1023.386,2015,12,13,6,4,1448.854,1598.3657142857141
2015-12-14,858.304,2015,12,14,0,4,1023.386,1529.7951428571428
2015-12-15,5494.796,2015,12,15,1,4,858.304,1932.9477142857143
2015-12-16,4.98,2015,12,16,2,4,5494.796,1928.7991428571427
2015-12-17,1918.492,2015,12,17,3,4,4.98,1762.815142857143
2015-12-18,935.288,2015,12,18,4,4,1918.492,1669.1571428571428
2015-12-19,6120.656,2015,12,19,5,4,935.288,2336.5574285714283
2015-12-20,1107.464,2015,12,20,6,4,6120.656,2348.5685714285714
2015-12-21,3257.7599999999998,2015,12,21,0,4,1107.464,2691.3480000000004
2015-12-22,473.313,2015,12,22,1,4,3257.7599999999998,1973.9932857142855
2015-12-23,194.32,2015,12,23,2,4,473.313,2001.041857142857
2015-12-24,7484.566000000001,2015,12,24,3,4,194.32,2796.195285714286
2015-12-25,4204.968,2015,12,25,4,4,7484.566000000001,3263.2924285714284
2015-12-26,561.486,2015,12,26,5,4,4204.968,2469.125285714286
2015-12-27,5148.4472,2015,12,27,6,4,561.486,3046.4086
2015-12-28,79.2,2015,12,28,0,4,5148.4472,2592.3286
2015-12-29,6.36,2015,12,29,1,4,79.2,2525.6210285714287
2015-12-30,3251.34,2015,12,30,2,4,6.36,2962.3381714285715
2015-12-31,1381.344,2015,12,31,3,4,3251.34,2090.449314285714
2016-01-01,0.0,2016,1,1,4,1,1381.344,1489.7396
2016-01-02,405.91999999999996,2016,1,2,5,1,0.0,1467.5158857142856
2016-01-03,2095.83,2016,1,3,6,1,405.91999999999996,1031.4277142857143
2016-01-04,1069.22,2016,1,4,0,1,2095.83,1172.859142857143
2016-01-05,255.904,2016,1,5,1,1,1069.22,1208.5082857142856
2016-01-06,0.0,2016,1,6,2,1,255.904,744.0311428571429
2016-01-07,83.576,2016,1,7,3,1,0.0,558.6357142857142
2016-01-08,1859.1580000000001,2016,1,8,4,1,83.576,824.2297142857143
2016-01-09,743.0459999999999,2016,1,9,5,1,1859.1580000000001,872.3905714285714
2016-01-10,174.75,2016,1,10,6,1,743.0459999999999,597.9505714285715
2016-01-11,149.444,2016,1,11,0,1,174.75,466.554
2016-01-12,0.0,2016,1,12,1,1,149.444,429.99628571428576
2016-01-13,0.0,2016,1,13,2,1,0.0,429.99628571428576
2016-01-14,405.344,2016,1,14,3,1,0.0,475.9631428571429
2016-01-15,701.923,2016,1,15,4,1,405.344,310.64385714285714
2016-01-16,102.21799999999999,2016,1,16,5,1,701.923,219.097
2016-01-17,1040.55,2016,1,17,6,1,102.21799999999999,342.78271428571435
2016-01-18,0.0,2016,1,18,0,1,1040.55,321.4335714285714
2016-01-19,0.0,2016,1,19,1,1,0.0,321.4335714285714
2016-01-20,0.0,2016,1,20,2,1,0.0,321.4335714285714
2016-01-21,1167.056,2016,1,21,3,1,0.0,430.24957142857147
2016-01-22,917.63,2016,1,22,4,1,1167.056,461.0648571428571
2016-01-23,1732.3,2016,1,23,5,1,917.63,693.9337142857142
2016-01-24,31.36,2016,1,24,6,1,1732.3,549.7637142857143
2016-01-25,858.712,2016,1,25,0,1,31.36,672.4368571428571
2016-01-26,0.0,2016,1,26,1,1,858.712,672.4368571428571
2016-01-27,0.0,2016,1,27,2,1,0.0,672.4368571428571
2016-01-28,39.68,2016,1,28,3,1,0.0,511.38314285714284
2016-01-29,0.0,2016,1,29,4,1,39.68,380.29314285714287
2016-01-30,3107.316,2016,1,30,5,1,0.0,576.7239999999999
2016-01-31,1601.5539999999999,2016,1,31,6,1,3107.316,801.0374285714286
2016-02-01,161.97,2016,2,1,0,1,1601.5539999999999,701.5028571428571
2016-02-02,8996.784,2016,2,2,1,1,161.97,1986.7577142857142
2016-02-03,866.4,2016,2,3,2,1,8996.784,2110.5291428571427
2016-02-04,197.868,2016,2,4,3,1,866.4,2133.1274285714285
2016-02-05,2994.476,2016,2,5,4,1,197.868,2560.909714285714
2016-02-06,132.224,2016,2,6,5,1,2994.476,2135.896571428572
2016-02-07,762.142,2016,2,7,6,1,132.224,2015.9805714285717
2016-02-08,1369.476,2016,2,8,0,1,762.142,2188.4814285714283
2016-02-09,121.83,2016,2,9,1,1,1369.476,920.6308571428572
2016-02-10,0.0,2016,2,10,2,1,121.83,796.8594285714287
2016-02-11,69.93,2016,2,11,3,1,0.0,778.5825714285714
2016-02-12,1366.04,2016,2,12,4,1,69.93,545.9488571428572
2016-02-13,146.82,2016,2,13,5,1,1366.04,548.034
2016-02-14,837.921,2016,2,14,6,1,146.82,558.8595714285714
2016-02-15,407.072,2016,2,15,0,1,837.921,421.3732857142857
2016-02-16,1135.638,2016,2,16,1,1,407.072,566.203
2016-02-17,0.0,2016,2,17,2,1,1135.638,566.203
2016-02-18,0.0,2016,2,18,3,1,0.0,556.213
2016-02-19,392.65999999999997,2016,2,19,4,1,0.0,417.15871428571427
